total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_both_providers_down
400,0.735,0.265,267.66,314.22,318.79,0.6159,0.0,24,2409.883141517639,0.134098,0.0,pass,pass,pass,pass
